사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),위도,경도
김동물병원,061-745-8778,19.36,전라남도 순천시 인제동 377-1번지,전라남도 순천시 장평로 49 (인제동),57959.0,245036.5782,160711.8213,34.94423558613462,127.49381646745013
온누리동물병원,061-723-7582,93.5,전라남도 순천시 조례동 1718-4,"전라남도 순천시 남신월길 21 (조례동, 온누리 동물병원)",57949.0,247462.9805,161927.5083,34.95508261462871,127.5204459006485
한일동물병원,061-452-0877,0.0,전라남도 무안군 무안읍 성내리 193-6번지 1통1반,전라남도 무안군 무안읍 면성2길 40,58524.0,152114.179,165822.7365,34.99016685185813,126.47632171519281
중마동물병원,793-0075,60.48,전라남도 광양시 중동 696-4번지 18통4반 305호,전라남도 광양시 중마중앙로 106 (중동),57786.0,263732.6013,160330.5361,34.93979717174497,127.69843741948719
한강동물병원,792-0081,123.99,전라남도 광양시 광영동 1686번지 21통4반 성호아파트 104동 403호,전라남도 광양시 광영로 61 (광영동),57721.0,265884.5465,162792.5969,34.96185066337666,127.7221855202974
요셉동물병원,061-763-7582,79.0,전라남도 광양시 광양읍 칠성리 3통1반,전라남도 광양시 광양읍 칠성로 76,57743.0,253500.0838,164576.2388,34.978656202516,127.58670835956353
광양동물메디컬센터,061-792-7501,161.0,전라남도 광양시 중동 1438-4,"전라남도 광양시 사동로 70, 1층, 2층 (중동)",57780.0,262710.2383,160958.7645,34.94552321745364,127.68729433515023
대덕 동물병원,061-867-3235,0.0,전라남도 장흥군 대덕읍 신월리 103-4번지,전라남도 장흥군 대덕읍 대대로 926,59365.0,189613.6169,111172.7015,34.498625118349715,126.88772396529964
호남동물병원,783-0028,43.6,전라남도 구례군 구례읍 봉남리 145-1,전라남도 구례군 구례읍 봉성로 58,57642.0,242232.2871,189903.8935,35.20747522256922,127.46460377771378
나주종합동물병원,336-8275,198.96,전라남도 나주시 성북동,"전라남도 나주시 중앙로 3 (성북동, 나주종합동물병원)",58255.0,174361.6254,170115.1159,35.02966619175237,126.71985935970405
최동물병원,061-337-9974,30.42,전라남도 나주시 왕곡면 양산리 33-4번지,전라남도 나주시 왕곡면 고분로 1576,58304.0,173091.4239,163596.1369,34.97087323485487,126.7061515450155
나주축협동물병원,334-7588,595.0,전라남도 나주시 왕곡면 장산리 198,전라남도 나주시 왕곡면 영산포로 4,58276.0,172997.7771,164923.756,34.98283749105244,126.70508299065139
신안동물병원,061-271-6014,30.0,전라남도 신안군 압해읍 신장리 470-3,"전라남도 신안군 압해읍 천사로 901, 3동 302호",58827.0,140569.1446,148152.7208,34.83028845540199,126.3511336893453
가람동물병원,0613327975,77.91,전라남도 나주시 빛가람동 283-3,"전라남도 나주시 배멧1길 40 (빛가람동, 창우빌딩 101호)",58217.0,180883.2227,169016.1989,35.01990566541542,126.79134915897814
한일동물병원(출장진료전문동물병원),061-382-6100,42.3,전라남도 담양군 담양읍 천변리 92-1번지,전라남도 담양군 담양읍 천변1길 22,57343.0,198168.8231,202043.8355,35.317781244773826,126.98067022767133
담양축협동물병원,061-380-5588,0.0,전라남도 담양군 담양읍 백동리 342번지,전라남도 담양군 담양읍 삼거리길 8-6,57347.0,198286.4952,201257.7193,35.31069595079913,126.98196595884434
장미동물병원(출장진료전문동물병원),382-8215,8.16,전라남도 담양군 담양읍 백동리 680-4번지,"전라남도 담양군 담양읍 죽향대로 1169, 남도한우 3층",57348.0,198158.9677,201186.1971,35.310051064687876,126.98056383459668
고려동물병원(출장진료전문동물병원),382-9646,40.0,전라남도 담양군 담양읍 지침리 58번지,전라남도 담양군 담양읍 지침4길 7-7,57345.0,198638.3079,202266.7716,35.31979141203523,126.98583273747191
매일동물병원,761-0355,0.0,전라남도 광양시 광양읍 인동리 1725번지 15통6반 오성타워맨션 101동 801호,전라남도 광양시 광양읍 순광로 695,57756.0,253733.7284,163661.9692,34.97040321549652,127.5892080922181
온누리 동물병원,794-7582,0.0,전라남도 광양시 중동 1636-12번지,전라남도 광양시 중마중앙로 83 (중동),57788.0,263668.8561,160096.5984,34.93769264344035,127.69772187980172
반석동물병원(출장전문병원),324-5544,0.0,전라남도 함평군 함평읍 내교리 90-19번지,전라남도 함평군 함평읍 서부길 53-11,57154.0,156084.3557,173635.6286,35.06076802102946,126.51939204423783
미래동물병원,323-8274,82.6,전라남도 함평군 월야면 정산리 696-14,전라남도 함평군 월야면 월야장교길 12,57121.0,164469.3122,189056.5371,35.200092872773695,126.61064509465753
김동물병원,061-351-3366,28.0,전라남도 영광군 영광읍 남천리 336-4번지,전라남도 영광군 영광읍 신남로3길 23,57043.0,154811.3573,197404.2544,35.27494290041482,126.50413502222142
여수동물병원,641-4542,0.0,전라남도 여수시 서교동 224-1번지,전라남도 여수시 좌수영로 32 (서교동),59752.0,266627.8676,138543.0376,34.74323415293402,127.72839864029326
제일동물병원,061-356-2486,55.2,전라남도 영광군 법성면 법성리 1148-26번지,전라남도 영광군 법성면 굴비로 88-1,57014.0,149842.7757,206405.2033,35.35583066660631,126.44897561230046
신일환동물병원,682-1010,95.0,전라남도 여수시 학동 11-16번지,전라남도 여수시 쌍봉로 43 (학동),59671.0,260414.8074,141109.4118,34.7667523396855,127.66073905162823
문수동물병원,651-6514,15.0,전라남도 여수시 율촌면 상봉리 168번지,전라남도 여수시 율촌면 봉전길 3,59603.0,250740.5833,147141.3843,34.82164886396895,127.55543317826275
박동물병원,061-351-2737,10.0,전라남도 영광군 영광읍 교촌리 174-12번지,전라남도 영광군 영광읍 물무로 174,57046.0,155925.3624,197398.9359,35.27494467023114,126.5163790524416
영광축협동물병원,353-8555,166.05,전라남도 영광군 영광읍 녹사리 33-1,전라남도 영광군 영광읍 천년로 1452,57049.0,154679.5412,197130.2874,35.272467664733114,126.50270140247572
여천종합동물병원,644-5250,50.0,전라남도 여수시 돌산읍 군내리 545번지,전라남도 여수시 돌산읍 망월대길 7,59777.0,266162.3252,124354.0634,34.615371409512456,127.72220622385507
제일동물병원,061-686-2244,100.0,전라남도 여수시 학동 67-3번지,전라남도 여수시 도원로 261 (학동),59673.0,260331.7664,140501.8396,34.76128087154149,127.6597885459618
현대동물병원,061-864-6888,0.0,전라남도 장흥군 장흥읍 건산리 395-2번지,전라남도 장흥군 장흥읍 동교1길 47,59324.0,191700.5531,131123.2733,34.678486272367124,126.91025086643927
희망동물병원,061-863-1149,0.0,전라남도 장흥군 장흥읍 건산리 722-17,전라남도 장흥군 장흥읍 중앙로 38-1,59324.0,191487.0897,131222.746,34.679381179997854,126.90792060197704
명성동물병원,061-867-3444,0.0,전라남도 장흥군 관산읍 옥당리 430-9번지,전라남도 장흥군 관산읍 정남진로 16-1,59348.0,194443.0293,118226.0328,34.5622448207642,126.94026139309346
영생동물병원,322-2302,145.0,전라남도 함평군 함평읍 내교리 214-7 11통4반,전라남도 함평군 함평읍 중앙길 67,57153.0,156277.0677,173971.0967,35.06380009503263,126.52148685449038
에덴동물병원,061-542-2785,0.0,전라남도 진도군 진도읍 남동리 745-25번지,전라남도 진도군 진도읍 교동3길 2,58914.0,131826.0401,109561.0464,34.48189284884937,126.25867329730947
진도개메디컬센터,061-540-6313,421.27,전라남도 진도군 진도읍 동외리 268-14,전라남도 진도군 진도읍 성죽골길 30,58927.0,133623.3033,109613.7105,34.482484879008766,126.2782327793709
우수영동물병원,533-7373,28.1,전라남도 해남군 문내면 동외리 857-7번지,전라남도 해남군 문내면 동영길 22-1,59004.0,136894.1121,122317.7348,34.597202086220115,126.31289451862135
해남진도축협동물병원,534-9601,103.5,전라남도 해남군 해남읍 평동리 162번지 해남축산농협,"전라남도 해남군 해남읍 홍교로 64, 해남축산농협",59040.0,163252.135,118981.0262,34.56840722897003,126.60035984131008
대한동물병원,061-533-7582,104.6,전라남도 해남군 해남읍 고도리 479-6번지,"전라남도 해남군 해남읍 남부순환로 122, 2층",59042.0,163085.1654,118613.1602,34.565085219062645,126.59855634996671
해남동물병원,061-537-7119,584.0,전라남도 해남군 해남읍 남외리 544-4,전라남도 해남군 해남읍 남부순환로 180,59041.0,162581.7361,118851.0265,34.56721116875362,126.59306017958082
하나동물병원,061-532-7582,66.0,전라남도 해남군 해남읍 고도리 84-7,전라남도 해남군 해남읍 남부순환로 78,59043.0,163491.9734,118668.6069,34.56559957395166,126.60298681240981
서종철동물병원,061-372-3114,28.0,전라남도 화순군 이양면 이양리 306-1번지,전라남도 화순군 이양면 이양로 30,58165.0,198822.2131,153740.1948,34.882391033064444,126.98792749650427
백남수동물병원,061-373-7406,66.0,전라남도 화순군 화순읍 일심리 844번지,전라남도 화순군 화순읍 화동로 7,58126.0,199345.7151,172924.1712,35.05531260902278,126.99363754514404
닥터수동물병원,061-653-7585,0.0,전라남도 여수시 문수동 188-6,전라남도 여수시 문수로 46 (문수동),59706.0,264102.5775,139493.4001,34.751961696918784,127.7008961353755
애니피아동물병원,061-644-2729,35.0,전라남도 여수시 국동 543 국동대주아파트,"전라남도 여수시 신월로 688, 국동대주상가동 206호 (국동)",59761.0,265776.5402,137279.4728,34.73190018347521,127.71900419769104
늘사랑 양한방 동물병원,061-686-0275,0.0,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),59640.0,259663.0966,142159.779,34.77626405018741,127.65260274274775
김수의과병원,054-283-1626,34.95,경상북도 포항시 북구 용흥동 118-18번지 45통5반,경상북도 포항시 북구 용당로 55 (용흥동),37707.0,412564.6434,283956.6881,36.032858663565186,129.35910025161837
최영준동물병원,054-284-0123,122.0,경상북도 포항시 북구 용흥동 117-3번지 55통5반,경상북도 포항시 북구 용당로 56 (용흥동),37742.0,412600.3482,283944.7712,36.03274357013233,129.35949287705577
기계동물병원,054-248-1858,43.0,경상북도 포항시 북구 기계면 현내리 312번지 29통5반,경상북도 포항시 북구 기계면 기계로 92-8 (삼오빌라),37528.0,398741.2824,287830.4552,36.07066053543014,129.20681593382014
미르동물병원,054-292-3112,150.0,경상북도 포항시 남구 오천읍 용덕리 449번지,경상북도 포항시 남구 오천읍 해병로269번길 3,37908.0,417472.8781,277213.3466,35.97105707323637,129.41166242630354
초원동물병원,0542771188,152.0,경상북도 포항시 북구 대신동 80-3,경상북도 포항시 북구 선착로 7 (대신동),37720.0,414102.7058,287562.7911,36.06499300162983,129.37712708035156
포항축협동물병원,054-255-6123,113.83,경상북도 포항시 북구 기계면 내단리 329번지,경상북도 포항시 북구 기계면 새마을로 1481,37527.0,400150.216,287307.171,36.065659471532804,129.22231195283348
양덕동물병원,255-0099,128.0,경상북도 포항시 북구 양덕동 1755번지 21통7반,경상북도 포항시 북구 장량로 199 (양덕동),37592.0,416335.0395,289521.6357,36.08213745562159,129.40242059239364
청운동물병원,054-242-7896,289.8,경상북도 포항시 북구 용흥동 625-2번지 22통2반,경상북도 포항시 북구 새천년대로 570 (용흥동),37752.0,412043.7928,283053.9793,36.024843550531926,129.35308433995942
포항중앙동물병원,232-0075,0.0,경상북도 포항시 북구 양덕동 689-2번지,경상북도 포항시 북구 신덕로 254 (양덕동),37572.0,415073.4141,290132.4971,36.087917527805466,129.38859212835135
대흥동물병원,054-249-2100,147.62,경상북도 포항시 북구 장성동 1554-15번지,경상북도 포항시 북구 새천년대로1249번길 48-6 (장성동),37583.0,414398.4135,288976.4592,36.07765714007285,129.38079013301592
닥터 노아 동물병원,054-284-0775,0.0,경상북도 포항시 남구 대잠동 982-7,경상북도 포항시 남구 대이로1번길 20-1 (대잠동),37685.0,411141.3569,281911.9988,36.014756188555005,129.342776456469
견우동물병원,0542527577,81.6,경상북도 포항시 북구 두호동 1052-2번지,경상북도 포항시 북구 두호로 29 (두호동),37710.0,413944.7575,286987.7323,36.059849644339366,129.37521974740292
이선동물병원,0542411003,66.33,경상북도 포항시 북구 두호동 1103-1번지,경상북도 포항시 북구 새천년대로1076번길 2 (두호동),37622.0,413619.5463,287493.3414,36.064473773966014,129.3717498574616
조은동물병원,0542777535,0.0,경상북도 포항시 남구 상도동 601-14번지,경상북도 포항시 남구 중흥로 124 (상도동),37767.0,412033.215,282031.7746,36.01564126357849,129.352693502589
포항동물병원,054-246-0080,239.75,경상북도 포항시 북구 용흥동 144-8,경상북도 포항시 북구 용당로 19-1 (용흥동),37707.0,412378.5658,283679.1807,36.03040038108837,129.35696294789327
대호동물병원,054-247-7582,99.7,경상북도 포항시 남구 오천읍 원리 893-4,경상북도 포항시 남구 오천읍 남원로 77,37883.0,416536.9364,277094.5718,35.970195470262716,129.401262574813
장성동물병원,249-7582,56.0,경상북도 포항시 북구 장성동 1353-5번지 12통,경상북도 포항시 북구 용두산길 23 (장성동),37609.0,414462.5043,287661.1005,36.0657990305045,129.38114406067655
신세계동물병원,273-9636,148.76,경상북도 포항시 남구 해도동 123-5번지,경상북도 포항시 남구 중앙로 20-1 (해도동),37811.0,413678.2297,282016.4119,36.01514393997958,129.37092204322192
유기화동물의료센터,"051-506-8492,8493",0.0,부산광역시 동래구 사직동 100-2번지,"부산광역시 동래구 아시아드대로 131-1, 2층 (사직동)",47875.0,388055.2241,190505.5547,35.19618774134133,129.06560387536427
시소동물병원,371-1129,98.46,전라남도 화순군 화순읍 훈리 44-68번지,"전라남도 화순군 화순읍 진각로 131-3, 1층",58119.0,198669.7854,173790.8776,35.06312413243505,126.98622679971147
광주24시스카이동물메디컬센터,062-719-4275,1398.34,"광주광역시 서구 쌍촌동 970-13 두왕빌딩(3,4,5층)","광주광역시 서구 상무대로 879, 두왕빌딩 3,4,5층 (쌍촌동)",61965.0,186996.8724,183521.0617,35.15074452494247,126.85810710590918
