사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),경도,위도,
바른동물병원,02-2232-7975,67.91,서울특별시 중구 황학동 2523 황학 아크로타워,"서울특별시 중구 퇴계로 447, 1층 131호 (황학동, 황학 아크로타워)",4575,201866.0395,451543.3378,129.76495967,35.28151109,
오거리동물병원,02-306-0158,105.84,서울특별시 은평구 응암동 589-12번지 2층,"서울특별시 은평구 가좌로 239, 2층 (응암동, 스타이루)",3484,192509.1149,454279.7008,129.79211488,35.19657325,
LOVE MY PET 동물병원,382-7582,165.62,서울특별시 은평구 응암동 74-14번지,서울특별시 은평구 은평로 208 (응암동),3472,193814.0712,455415.9791,129.80498277,35.20803440,
이리온 양재점,577-6125,80,서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층,"서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)",6771,203204.7556,440136.7812,129.64009204,35.29636608,
꿈꾸는 동물병원,592-0202,57.92,서울특별시 서초구 반포동 1341,"서울특별시 서초구 서초중앙로 224, 129호 (반포동)",6599,201100.601,444376.5329,129.68603280,35.27639323,
에이블 동물병원,2058-1882,113.64,서울특별시 서초구 양재동 4-14,서울특별시 서초구 바우뫼로 211 (양재동),6740,203615.7106,442081.7738,129.66157629,35.29959804,
포레동물병원,02-468-7975,17.5,서울특별시 성동구 성수동1가 22-28번지 1층,"서울특별시 성동구 성수일로 33, 1층 (성수동1가, 정인숙보습학원)",4779,204278.3649,449042.484,129.73823041,35.30385676,
서이동물병원,3472-8275,30.96,서울특별시 서초구 서초동 1332-7,"서울특별시 서초구 사임당로 139, 104호 (서초동)",6624,202128.627,443285.6812,129.67435906,35.28591566,
우면동물병원,02-578-7572,21.7,서울특별시 서초구 우면동 66-2 우면세신상가 201호,"서울특별시 서초구 바우뫼로7길 8, 201호 (우면동,우면세신상가)",,202175.0111,440963.7591,129.64887298,35.28689480,
왕십리조은동물병원,02-2297-0075,55.39,서울특별시 성동구 하왕십리동 892-4,서울특별시 성동구 왕십리로 381 (하왕십리동),4710,202393.4573,451365.3262,129.76316645,35.28630458,
페토브 동물병원,2642-1239,44.8,"서울특별시 양천구 신정동 329 목동신시가지아파트14단지 B상가 117,호","서울특별시 양천구 목동동로 130, 117, 118호 (신정동, 목동신시가지아파트14단지)",8018,188467.2154,446003.9412,129.70012962,35.16223869,
24시 서울 탑 동물병원,02-2601-8875,168.5,서울특별시 양천구 신정동 1182-11,"서울특별시 양천구 중앙로 237, 1층 (신정동)",8073,186990.0704,446176.8104,129.70158507,35.14889543,
수동물병원,534-9773,0,서울특별시 서초구 방배동 790-27번지,서울특별시 서초구 방배중앙로 149 (방배동),6560,198732.246,443365.9223,129.67423427,35.25531332,
내방동물병원,3473-8274,188,서울특별시 서초구 방배동 898-3,"서울특별시 서초구 서초대로 108, 2층 (방배동)",6664,199410.8814,442807.5884,129.66830536,35.26155956,
스테이동물병원,02-2282-7501,43.8,서울특별시 성동구 옥수동 528번지 이편한세상옥수파크힐스,"서울특별시 성동구 매봉길 50 (옥수동, 이편한세상옥수파크힐스)",4731,201157.8773,449563.28,129.74300204,35.27563016,
신반포종합동물병원,02-537-0075,61.6,서울특별시 서초구 반포동 56-1번지,서울특별시 서초구 서초중앙로 245 (반포동),,200884.6246,444571.1061,129.68810502,35.27440100,
두암동물병원,8464597,0,서울특별시 양천구 목동 507-2 덕수프라자,"서울특별시 양천구 목동중앙북로 73, 덕수프라자 2층 (목동)",7947,188563.7467,449409.1436,129.73749643,35.16226935,
24시예스동물병원,534-3475,23.57,서울특별시 서초구 반포동 20-45 반포자이프라자 133호,"서울특별시 서초구 잠원로 24 (반포동,반포자이프라자 133호)",,200800.417,444989.8743,129.69267811,35.27354043,
우리동물병원,393-6675,80.6,서울특별시 서대문구 영천동 299,서울특별시 서대문구 통일로 197 (영천동),3734,196510.5597,452071.4345,129.76911656,35.23315842,
빛가온동물병원,736-5834,218.18,서울특별시 서대문구 홍제동 90-67,서울특별시 서대문구 통일로 375 (홍제동),3730,195452.2393,453470.4562,129.78414353,35.22327707,
레스펫동물병원,02-575-0855,0,서울특별시 서초구 양재동 2-43 동리빌딩,"서울특별시 서초구 논현로 173, 동리빌딩 1층 (양재동)",6739,203580.2973,442526.9614,129.66645573,35.29917137,
파리스동물병원,2644-8878,166,"서울특별시 양천구 목동 903 목동신시가지아파트3단지 상가동 105호, 204호","서울특별시 양천구 목동서로 100, 상가동 105, 204호 (목동, 목동신시가지아파트3단지)",7982,188700.8512,448020.091,129.72230682,35.16384733,
구름동물병원,2694-8275,149.42,서울특별시 양천구 신정동 1320-2번지 신정프라자 203호,"서울특별시 양천구 신정이펜2로 22, 203호 (신정동, 신정프라자)",8049,185125.9577,445643.8741,129.69518855,35.13224011,
밀리언동물병원,02-2061-5277,0,서울특별시 양천구 신정동 1028-4번지,서울특별시 양천구 신월로 320 (신정동),8082,187241.6411,446575.5016,129.70603109,35.15106309,
VIP동물의료센터 서초동작점,02-525-3102,211.57,"서울특별시 서초구 방배동 442-3 대광빌딩 1,2층","서울특별시 서초구 동작대로 36, 1,2층 (방배동, 대광빌딩)",6691,198351.955,441943.105,129.65850274,35.25223334,
서초M동물의료센터,02-588-7511,297,서울특별시 서초구 서초동 1624-1 영빌딩,"서울특별시 서초구 서초중앙로 72, 영빌딩 1층 105호,  층 2층 205호 (서초동)",6640,201247.7153,442893.4214,129.66979069,35.27807867,
이윤세동물병원,02-2282-7503,63,서울특별시 성동구 행당동 346번지 한진노변상가 109호,"서울특별시 성동구 행당로 76, 한진노변상가 1,2층 108호109호203호 (행당동)",4717,202511.1429,450401.3037,129.75261612,35.28760575,
한양동물메디컬센터,02-2281-5200,101,서울특별시 성동구 행당동 226-3,서울특별시 성동구 왕십리로 282 (행당동),4751,203200.7713,450821.2166,129.75743811,35.29370998,
백슬동물병원,02-393-7588,0,서울특별시 중구 만리동2가 273 서울역센트럴자이,"서울특별시 중구 만리재로 175, 지하1층 401-1호 (만리동2가, 서울역센트럴자이)",4500,196697.1169,450217.0951,129.74882349,35.23530237,
혜인종합 동물병원,2645-1475,0,서울특별시 양천구 목동 613-8번지 혜인빌딩,"서울특별시 양천구 등촌로 218, 혜인빌딩 (목동)",7946,187903.9895,449662.9091,129.74007954,35.15626580,
다온동물병원,02-2643-8204,0,서울특별시 양천구 신정동 1052-3,서울특별시 양천구 중앙로 230 (신정동),8091,187079.3751,446116.6293,129.70095188,35.14971430,
야옹동물병원,354-0087,66,서울특별시 은평구 신사동 35-20 동현빌딩,"서울특별시 은평구 증산로 413, 동현빌딩 1층 (신사동)",3452,192318.3838,454552.5072,129.79504838,35.19478687,
신세계 동물병원,537-7412,35.57,서울특별시 서초구 반포동 18-3번지 래미안퍼스티지 중심상가 143호,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 143호 (반포동)",6547,200005.6264,444680.5217,129.68904468,35.26645940,
서울햇빛동물병원,02-387-8275,0,서울특별시 은평구 진관동 82번지 은평뉴타운우물골아파트 두산위브 202동 B01호,"서울특별시 은평구 진관2로 67, 202동 B층 01호 (진관동, 은평뉴타운우물골아파트)",3306,193270.9124,459138.862,129.84565222,35.20219041,
서래동물병원,02-6052-8275,35,서울특별시 서초구 반포동 91-10,서울특별시 서초구 서래로 38 (반포동),6577,199799.7908,444016.5384,129.68169350,35.26476787,
한빛동물병원,382-7511,57.88,서울특별시 은평구 진관동 5번지 은평뉴타운상림마을 629동 116호,"서울특별시 은평구 진관4로 87, 629동 116호 (진관동, 은평뉴타운상림마을)",3304,193651.2027,460623.3708,129.86205606,35.20523017,
심바동물병원,02-523-0275,96.96,서울특별시 서초구 방배동 951-3 대진빌딩,"서울특별시 서초구 서초대로4길 4, 대진빌딩 1층 (방배동)",6675,198622.4594,442586.3005,129.66564325,35.25451370,
해뜨는 동물병원 해질녘책방,025366469,26.05,서울특별시 서초구 잠원동 58-24 뉴타운,"서울특별시 서초구 신반포로 257, 뉴타운 지하1층 (잠원동)",6523,201104.269,445266.6786,129.69580818,35.27620869,
닥터 아이펫 동물병원,2208-0329,0,서울특별시 중랑구 상봉동 99-10,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",2098,207655.2911,454993.6576,129.80464516,35.33276215,
도그플러스 동물병원,3421-9075,,서울특별시 중랑구 신내동 645번지 홈플러스 2층,"서울특별시 중랑구 신내로 201, 2층 (신내동, 홈플러스)",2024,208208.7867,457054.7937,129.82746455,35.33721754,
행복이 있는 동물병원,02-433-3387,,서울특별시 중랑구 신내동 405-5번지,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",2067,208614.4356,456169.8718,129.81786829,35.34109694,
보담동물병원,02-494-7775,,서울특별시 중랑구 면목동 17-31번지,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",2189,208533.1652,454186.6969,129.79605140,35.34087163,
금호동물병원,0222810049,62.5,서울특별시 성동구 금호동2가 1217번지 래미안하이리버 상가동 비201호,"서울특별시 성동구 금호로 105, 비201호 (금호동2가, 래미안하이리버 상가동)",4728,202098.9794,449891.9722,129.74689742,35.28402188,
오라고동물병원,2643-7579,57.86,서울특별시 양천구 목동 603-2번지 대우마이빌 102호,"서울특별시 양천구 공항대로 552 (목동, 대우마이빌 102호)",7946,188169.1801,449701.8026,129.74058611,35.15864398,
팜랜드동물병원,6348-1982,31.5,서울특별시 양천구 목동 799-1번지 1층,"서울특별시 양천구 목동중앙서로 42, 1층 (목동)",7967,188306.4323,447851.7394,129.72034247,35.16033734,
대현동물병원,2651-1855,54.45,서울특별시 양천구 목동 531-13 101호,"서울특별시 양천구 목동중앙본로 100, 101호 (목동)",7973,188520.9024,449143.102,129.73456642,35.16194950,
서서울호수동물병원,6959-8448,105.57,서울특별시 양천구 신월동 130-5번지 1층,"서울특별시 양천구 남부순환로 421, 1층 (신월동)",7921,185117.7946,447574.3646,129.71634624,35.13169385,
바른동물병원,02-2297-7570,62.12,서울특별시 성동구 금호동4가 800번지 금호동대우아파트 상가동 206호,"서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)",4738,201669.8036,449301.4515,129.74028255,35.28030475,
기린동물병원,02-2291-8275,48.2,서울특별시 성동구 마장동 791-9번지,서울특별시 성동구 마장로 296 (마장동),4758,203709.5901,451490.6665,129.76494611,35.29812334,
한나동물병원,02-595-8875,0,서울특별시 서초구 방배동 758-2번지,"서울특별시 서초구 방배로 269, 109호 (방배동)",6553,198845.6578,443825.9651,129.67931817,35.25622275,
서초힐스동물병원,02-574-7582,0,서울특별시 서초구 우면동 737 6단지상가 104호,서울특별시 서초구 태봉로2길 30 (우면동),6764,202273.874,439920.5571,129.63744498,35.28803555,
늘푸른동물병원,388-3008,0,서울특별시 은평구 신사동 20-24,서울특별시 은평구 은평로 29 (신사동),3423,192071.5914,455108.6579,129.80107223,35.19242377,
프렌즈동물병원,597-7522,36.88,서울특별시 서초구 방배동 984-1 머리재빌딩 105호,"서울특별시 서초구 방배로 76, 머리재빌딩 1층 105호 (방배동)",6704,199783.0572,442111.604,129.66077391,35.26507925,
반려동물 의료센터 다울,02-3473-0911,231.24,서울특별시 서초구 방배동 915-10 우성빌딩,"서울특별시 서초구 효령로 95, 우성빌딩 1층 (방배동)",6687,199452.9265,442064.3655,129.66015803,35.26211795,
메디펫 동물병원,02-586-7501,92.8,서울특별시 서초구 서초동 1343-1,서울특별시 서초구 효령로 384 (서초동),,202224.045,442819.765,129.66927058,35.28688795,
헬릭스동물메디컬센터,02-2135-9119,1447.31,서울특별시 서초구 반포동 19-1 르본시티 2층,"서울특별시 서초구 신반포로 162 (반포동, 르본시티 2층)",6546,200115.1432,444741.4375,129.68974610,35.26743066,
녹번동물병원,354-4110,0,서울특별시 은평구 녹번동 117-112번지,서울특별시 은평구 통일로 697 (녹번동),3375,193903.3334,456197.9272,129.81358868,35.20863889,
파란종합 동물병원,2692-8255,97.7,서울특별시 양천구 신월동 546-25,서울특별시 양천구 신월로 149 (신월동),8032,185810.0659,446160.8663,129.70105895,35.13827395,
새은평동물의료센터,358-7566,93.8,서울특별시 은평구 대조동 179-16 북한산 포레스트,"서울특별시 은평구 서오릉로 80(대조동, 북한산 포레스트)",3395,193059.5369,456143.2369,129.81272652,35.20105565,
사랑의동물병원,02-577-7475,28.83,서울특별시 서초구 양재동 257-2,서울특별시 서초구 마방로6길 18 (양재동),6777,203660.1736,441406.0823,129.65416757,35.30016162,
한 동물병원,02-577-3690,47,서울특별시 서초구 양재동 377-4,서울특별시 서초구 동산로 66 (양재동),,203997.6234,441078.1766,129.65066498,35.30327929,
함께하는동물병원,02-2299-3283,26,서울특별시 성동구 옥수동 263-1번지,서울특별시 성동구 독서당로 200 (옥수동),,201090.4576,448973.4571,129.73650534,35.27516988,
라파엘동물병원,02-3444-7509,288.16,서울특별시 서초구 반포동 722-29,서울특별시 서초구 강남대로 525-3 (반포동),6536,201866.2719,445173.2758,129.69501005,35.28309292,
일오삼동물병원,2606-1990,25.16,서울특별시 양천구 신월동 972-6,서울특별시 양천구 지양로 52 (신월동),8040,185337.1914,446489.3607,129.70451894,35.13393557,
행복한동물병원,2655-2258,0,서울특별시 양천구 목동 515-1,서울특별시 양천구 공항대로 636 (목동),7968,188918.5354,449389.2086,129.73738497,35.16546889,
상아동물병원,2644-0069,0,서울특별시 양천구 신정동 995-4번지,서울특별시 양천구 목동로 181 (신정동),8022,187943.595,446944.9,129.71029077,35.15729322,
